startup_name,location_country,sector,funding_date,funding_year,date_precision,amount_usd,amount_is_estimate,investors,stage,debt_equity,female_cofounder_or_ceo,local_founder,intnl_founder,launched,accelerator,employees,source_file,country,region_group
Primed Health,Nigeria,e-health,1-10-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2020,Yes,19.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Propel,Nigeria,recruitment and HR,1-07-01,2023,full_date,2740000.0,False,"No Such Ventures, with participation from APX (an accelerator by Axel Springer Digital Ventures and Porsche Digital), Golden Egg Check and Future of Learning Fund",Seed,Equity,No,Yes,No,2020,No,35.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Reeple,Nigeria,fintech,1-09-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Releaf,Nigeria,agri-tech,1-01-01,2023,full_date,3300000.0,False,"led by Samurai Incubate Africa, which re-invested after leading Releaf’s seed round, with participation from Consonance Investment Managers. Stephen Pagliuca, chairman of Bain Capital, and Jeff Ubben, board member at World Wildlife Fund and founder of Inclusive Capital Partners, also invested. Plesion Capital",Pre-Series A,Equity,No,Yes,No,2021,Yes,41.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Renda,Nigeria,fintech,,2023,year_only,,False,"Founders Factory Africa, Techstars Toronto, Magic Fund, and Golden Palm Investments",Pre-Seed,Equity,No,Yes,No,2021,Yes,69.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Revwit,Nigeria,ed-tech,1-06-01,2023,full_date,,False,Norrsken,Undisclosed,Equity,No,Yes,No,2023,Yes,15.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Sabi,Nigeria,e-commerce and retail-tech,1-05-01,2023,full_date,38000000.0,False,"CommerzVentures, Stockholm-based but Africa-focused growth-stage investor Norrsken22, U.S.-based growth-stage funds Fluent Ventures and Proof VC and pan-African early-stage investors CRE Venture Capital and Janngo Capita",Series B,Equity,Yes,Yes,No,2021,No,250.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Salad,Nigeria,fintech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,22.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Sendstack,Nigeria,logistics,1-06-01,2023,full_date,,False,Norrsken,Undisclosed,Equity,Yes,Yes,No,2021,Yes,7.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Seso Global,Nigeria,prop-tech,1-09-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,Yes,2017,Yes,27.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Shuttlers,Nigeria,transport,1-04-01,2023,full_date,4000000.0,False,"Verod-Kepple Africa Ventures, Vested World, ShEquity, CMC 21 & Alsa and EchoVC",Undisclosed,Equity,Yes,Yes,No,2015,Yes,91.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Sidebrief,Nigeria,other,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2021,Yes,22.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Smile ID,Nigeria,fintech,1-02-01,2023,full_date,20000000.0,False,"led by Costanoa and Norrsken22, with participation from Commerce Ventures, Courtside Ventures, Two Culture Capital, Valuestream Ventures, Intercept Ventures, Latitude, Future Africa, and 500 Fintech.",Series B,Equity,No,Yes,Yes,2017,No,70.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Storspay,Nigeria,fintech,1-04-01,2023,full_date,320000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,2.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
SunFi,Nigeria,energy,,2023,year_only,2325000.0,False,"Factor[e] and SCM Capital Asset Management and participating investors such as Voltron Capital, Norrsken Impact Accelerator, Ventures Platform and Sovereign Capital (February), Elemental Excelerator (November)",Seed,Equity,No,Yes,No,2021,Yes,45.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Surge Africa,Nigeria,fintech,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2013,Yes,2.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Talstack,Nigeria,ed-tech,1-06-01,2023,full_date,850000.0,False,"Ventures Platform, TLCom Capital, Voltron Capital, Golden Palm Investments, Angel investors",Pre-Seed,Equity,No,Yes,No,2023,No,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Termii,Nigeria,marketing,1-06-01,2023,full_date,3650000.0,False,"Ventures Platform, FinTech Collective and Launch Africa Ventures. Other backers in the round include Nama Ventures, Aidi Ventures, Ralicap Ventures, Now Venture Partners, Vastly Valuable Ventures, NOA Capital, Assembly Investors, Probability Ventures, Adamantium Fund, MyAsia VC and Uncovered Fund. Angel investors such as the Afropreneur Angel Group, Aubrey Hruby, partner at Tofino Capital and Eamon Jubbawy of Onifido also participated.",Undisclosed,Equity,Yes,Yes,No,2017,Yes,40.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Terragon,Nigeria,marketing,1-07-01,2023,full_date,9000000.0,False,"led by Orange Ventures with participation from TLcom Capital, LoftyInc, Sango Capital, VestedWorld and Western Technology Investment (WTI).",Series B,Equity,No,Yes,No,2009,No,88.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Towntalk,Nigeria,logistics,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2020,Yes,8.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Traction,Nigeria,e-commerce and retail-tech,1-08-01,2023,full_date,6000000.0,False,"led by Multiply Partners and Ventures Platform, with participation from P1 Ventures",Seed,Equity,No,Yes,No,2018,Yes,207.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Trade Lenda,Nigeria,fintech,1-01-01,2023,full_date,520000.0,False,"Sovereign Capital, ARM Labs, and Expert Dojo, as well as a couple of Nigeria-based angel investors.",Pre-Seed,Equity,No,Yes,No,2021,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Treepz,Nigeria,transport,1-02-01,2023,full_date,,False,"led by GIIG Africa Fund along with MoAngels, Roselake VC, Unpopular VC, Goodwater Capital and BKR Capital. There were also follow-on investments from current investors including ShockVentures, Winston Limited, Aston Investments and Novum Actus.",Undisclosed,Equity,No,Yes,No,2019,Yes,56.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Veend,Nigeria,fintech,1-12-01,2023,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,20.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Vetsark,Nigeria,agri-tech,1-05-01,2023,full_date,,False,Tekedia Capital,Undisclosed,Equity,No,Yes,No,2018,No,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Vittas,Nigeria,fintech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,No,No,Yes,2019,Yes,15.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Waza,Nigeria,fintech,1-01-01,2023,full_date,500000.0,False,YC,Undisclosed,Equity,No,Yes,No,2022,Yes,9.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Woka,Nigeria,fintech,1-05-01,2023,full_date,,False,Tekedia Capital,Pre-Seed,Equity,No,Yes,No,2022,No,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Xolani Health,Nigeria,AI/IoT,1-03-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,4.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Zeeh Africa,Nigeria,fintech,1-05-01,2023,full_date,,False,Tekedia Capital,Pre-Seed,Equity,No,Yes,No,2022,No,14.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
Zone,Nigeria,fintech,1-08-01,2023,full_date,,False,Tofino Capital,Undisclosed,Equity,No,Yes,No,2008,No,257.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Nigeria,Africa
BasiGo,Kenya,transport,1-12-01,2023,full_date,5000000.0,False,BII,Undisclosed,Debt,No,No,Yes,2021,No,64.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Ed Partners,Kenya,ed-tech,,2023,year_only,11500000.0,False,"Oikocredit (August), DFC (November)",Undisclosed,Debt,Yes,Yes,Yes,2018,No,67.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
iProcure,Kenya,agri-tech,,2023,year_only,280000.0,False,Lendahand,Undisclosed,Debt,Yes,Yes,No,2014,No,148.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Lipa Later,Kenya,fintech,1-09-01,2023,full_date,340000.0,False,,Undisclosed,Debt,No,Yes,No,2018,No,98.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
MyCredit,Kenya,fintech,1-02-01,2023,full_date,2600000.0,False,Oikocredit,Undisclosed,Debt,No,Yes,No,2016,No,106.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Roam,Kenya,transport,,2023,year_only,,False,Lendahand,Undisclosed,Debt,Yes,No,Yes,2017,No,156.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Sun King (Greenlight Planet),Kenya,energy,1-05-01,2023,full_date,150000000.0,False,"British International Investment (ex CDC), Stanbic Bank Kenya",Undisclosed,Debt,No,Yes,No,2007,No,1604.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
d.light,Kenya,energy,,2023,year_only,30130000.0,False,"Lendahand (February), Swedfund (April), Lendahand (July), Trade and Development Bank (TDB) (August)",Undisclosed,Debt/Equity,No,Yes,No,2007,No,975.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Jia,Kenya,fintech,1-05-01,2023,full_date,5300000.0,False,"TCG Crypto, BlockTower, Hashed Emergent, Saison Capital, Global Coin Research, Angel Investors",Seed,Debt/Equity,Yes,No,No,2022,No,17.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
M-KOPA,Kenya,energy,,2023,year_only,315000000.0,False,"Standard Bank Group, (IFC), funds managed by Lion's Head Global Partners, FMO: Dutch Entrepreneurial Development Bank, British International Investment, Mirova SunFunder and Nithio (debt), Sumitomo Corporation,  Blue Haven Initiative, Lightrock, Broadscale Group and Latitude, the sister fund to Local Globe (equity) (May), IFC (October)",Undisclosed,Debt/Equity,No,No,Yes,2011,No,1949.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Zanifu,Kenya,fintech,1-08-01,2023,full_date,11200000.0,False,"led by Beyond Capital Ventures and Variant Investments. Founders Factory Africa, AAIC Investment, Google Black Founders Fund and existing investor Launch Africa",Pre-Series A,Debt/Equity,No,Yes,No,2017,No,49.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Access Afya,Kenya,e-health,,2023,year_only,,False,,Undisclosed,Equity,Yes,Yes,No,2018,No,54.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Afrigility,Kenya,e-commerce and retail-tech,1-06-01,2023,full_date,50000.0,False,The Baobab Network,Undisclosed,Equity,No,Yes,No,2022,Yes,8.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
alphabloQ,Kenya,prop-tech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,No,Yes,No,2022,Yes,2.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Amini,Kenya,climate-tech,1-12-01,2023,full_date,4000000.0,False,"led by Salesforce Ventures, Salesforce’s global investment arm, and Female Founders Fund, a seed stage venture fund that invests exclusively in female-founded companies. It also includes previous investors Pale Blue Dot, Superorganism, and Satgana.",Seed,Equity,Yes,Yes,No,2023,No,26.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Apollo Agriculture,Kenya,agri-tech,1-11-01,2023,full_date,,False,,Undisclosed,Equity,No,Yes,Yes,2016,No,868.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Aquarech,Kenya,agri-tech,1-11-01,2023,full_date,1700000.0,False,"Aqua-Spark, with additional capital from Acumen, Katapult and Mercy Corps Ventures.",Undisclosed,Equity,No,Yes,No,2019,No,21.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Badili,Kenya,e-commerce and retail-tech,1-03-01,2023,full_date,,False,Renew Capital,Undisclosed,Equity,No,Yes,No,2021,No,25.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
BigStore,Kenya,e-commerce and retail-tech,1-12-01,2023,full_date,,False,,Undisclosed,Equity,No,Yes,No,2023,No,2.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
BuuPass,Kenya,logistics,,2023,year_only,1300000.0,False,"Founders Factory Africa, FrontEnd Ventures,Adaverse, Gullit, Five35, Renew Capital, Change Com, XA Network, Ajim Capital, Artha Ventures, Daba Finance, Google For Startups Black Founders Fund, Angel Investors (February), Adaverse, Angel investors (June)",Pre-Seed,Equity,Yes,Yes,Yes,2016,Yes,19.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Chpter,Kenya,fintech,1-04-01,2023,full_date,,False,"Techstars, Norrsken",Undisclosed,Equity,No,Yes,No,2021,Yes,9.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Cladfy,Kenya,fintech,1-01-01,2023,full_date,,False,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2022,Yes,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Container Deposit Fund,Kenya,logistics,1-11-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,4.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Copia Global,Kenya,e-commerce and retail-tech,1-12-01,2023,full_date,20000000.0,False,"Enza Capital, LGT, Goodwell Investments, U.S. International Development Finance Corporation (DFC), DEG, ELEA, Perivoli Foundation, Sorenson Impact Foundation",Series C,Equity,Yes,No,Yes,2010,No,878.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Farm to Feed,Kenya,agri-tech,1-01-01,2023,full_date,100000.0,False,Catalyst Fund,Undisclosed,Equity,Yes,No,Yes,2020,Yes,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Farmworks,Kenya,agri-tech,1-07-01,2023,full_date,4000000.0,False,"led by Acumen Resilient Agriculture Fund, an existing investor. Livelihood Impact Fund, Vested World, a number of family offices and angel investors",Pre-Series A,Equity,No,Yes,Yes,2020,No,64.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Fastagger,Kenya,AI/IoT,1-02-01,2023,full_date,,False,CV VC,Undisclosed,Equity,No,Yes,No,2019,No,5.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
FlexPay,Kenya,fintech,1-09-01,2023,full_date,,False,"Renew Capital, LoftyInc Capital Management, Expert Dojo",Undisclosed,Equity,No,Yes,No,2015,No,22.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Healthcenta,Kenya,e-health,1-12-01,2023,full_date,,False,Founders Factory Africa,Undisclosed,Equity,Yes,Yes,No,2019,Yes,1.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
InfiniteUp,Kenya,other,1-03-01,2023,full_date,,False,SOSV,Pre-Seed,Equity,No,Yes,Yes,2020,Yes,8.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Jumba,Kenya,construction tech,1-02-01,2023,full_date,4500000.0,False,"LocalGlobe, Enza Capital, Foundamental, Seedstars, Logos Ventures, Speedinvest, FirstCheck Africa, Alumni Angel Network",Undisclosed,Equity,Yes,Yes,No,2022,No,31.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Kotani Pay,Kenya,fintech,1-09-01,2023,full_date,2000000.0,False,"P1 Ventures, with participation from a  number of investors including DCG/Luno, Flori Ventures, Adaverse and Peer VC",Pre-Seed,Equity,No,Yes,No,2020,Yes,21.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Kwara,Kenya,fintech,1-01-01,2023,full_date,3000000.0,False,"DOB Equity, Globivest, One Day Yes, Base Capital, Angel Investors",Seed,Equity,Yes,Yes,No,2018,Yes,62.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Kyanda,Kenya,fintech,1-01-01,2023,full_date,18000.0,False,Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2019,Yes,14.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
LD Talent,Kenya,recruitment and HR,1-12-01,2023,full_date,700000.0,False,WeFunder,Undisclosed,Equity,Yes,Yes,No,2018,No,52.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
MarketForce,Kenya,e-commerce and retail-tech,1-08-01,2023,full_date,,False,WeFunder,Undisclosed,Equity,No,Yes,No,2018,No,284.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Mawingu,Kenya,connectivity,1-02-01,2023,full_date,9000000.0,False,"InfraCo Africa, E3 Capital, FMO",Series B,Equity,No,Yes,No,2011,No,114.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Mosmos,Kenya,fintech,,2023,year_only,88000.0,False,"Antler, Sovereign's Capital, Startup Istanbul and Nairobi Business Angel Network (NaiBAN), Catalytic Africa",Undisclosed,Equity,Yes,Yes,No,2022,Yes,8.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
mPost,Kenya,logistics,1-09-01,2023,full_date,,False,Techstars,Undisclosed,Equity,No,Yes,No,2016,Yes,22.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Mtek,Kenya,fintech,1-12-01,2023,full_date,,False,Founders Factory Africa,Seed,Equity,Yes,Yes,No,2019,Yes,18.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
myDawa,Kenya,e-health,1-07-01,2023,full_date,20000000.0,False,Alta Semper Capital,Undisclosed,Equity,Yes,Yes,Yes,2016,No,70.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Nyayomat,Kenya,fintech,1-03-01,2023,full_date,,False,CV Labs,Undisclosed,Equity,No,Yes,No,2019,Yes,4.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Octavia Carbon,Kenya,other,1-01-01,2023,full_date,100000.0,False,Catalyst Fund,Undisclosed,Equity,No,No,Yes,2022,Yes,40.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Patika,Kenya,fintech,1-01-01,2023,full_date,,False,WeFunder,Undisclosed,Equity,No,Yes,No,2021,Yes,6.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Peslac,Kenya,fintech,1-12-01,2023,full_date,,False,Founders Factory Africa,Undisclosed,Equity,Yes,Yes,No,2023,Yes,11.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Powered By People,Kenya,e-commerce and retail-tech,1-03-01,2023,full_date,8000000.0,False,"Altos Ventures, Golden Ventures, Susa Ventures",Series A,Equity,Yes,Yes,No,2018,No,57.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Raise,Kenya,fintech,1-05-01,2023,full_date,,False,Carta,Undisclosed,Equity,No,Yes,No,2018,Yes,18.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Revivo,Kenya,auto-tech,1-07-01,2023,full_date,635000.0,False,"Raba Partnership, Village Global, Musha Ventures, Satgana and strategic business angels",Pre-Seed,Equity,Yes,No,Yes,2022,No,13.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Senga,Kenya,logistics,1-02-01,2023,full_date,,False,EchoVC Partners,Undisclosed,Equity,Yes,Yes,No,2016,No,12.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
Shop Zetu,Kenya,e-commerce and retail-tech,1-03-01,2023,full_date,1000000.0,False,"Chui Ventures, Roselake Ventures, Launch Africa, Logos Ventures",Pre-Seed,Equity,Yes,Yes,No,2019,No,33.0,Funded_African_Tech_Startups_2023__by_country_and_by_sector_.xlsx,Kenya,Africa
