Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8
,,Entri,,,,,,,2020,Jul_2020.csv,,Local language learning startup,,,Edtech,Kochi,,,"$1,700,000",17.0,2017.0,Mohammed Hisamuddin,Good Capital,Pre series A,,,,,,,,,
,,Snack Amor,,,,,,,2020,Jul_2020.csv,,Healthy snack startup,,,Foodtech,Mumbai,,,Undisclosed,18.0,2017.0,Deepak Grover,Dr Srinivas Chunduru,,,,,,,,,,
,,MPowered,,,,,,,2020,Jul_2020.csv,,Asset Management Solutions,,,SaaS,Gurugram,,,"$21,000,000",19.0,,Sudeep Singh,"Ashok Nichani, Shelly Nichani",Pre series A,,,,,,,,,
,,Leap Club,,,,,,,2020,Jul_2020.csv,,Community led professional network for women,,,Social e-commerce,Gurugram,,,Undisclosed,20.0,2020.0,"Ragini Das, Anand Sinha",Titan Capital,,,,,,,,,,
,,Ather Energy,,,,,,,2020,Jul_2020.csv,,Electric scooter manufacturer,,,Automobile,Bangalore,,,"$11,241,000",21.0,2013.0,"Tarun Mehta, Swapnil Jain",Hero MotoCorp,Series C,,,,,,,,,
,,Gigforce,,,,,,,2020,Jul_2020.csv,,Provides staffing solutions for businesses,,,HR tech,Bangalore,,,"$804,000",22.0,,"Chirag Mittal, Parag Modi, Anirudh Syal",Unitus Venture,,,,,,,,,,
,,Vegrow,,,,,,,2020,Jul_2020.csv,,It is building an asset-light farm by partnering with small farms on a profit-sharing model,,,Agritech,Bangalore,,,"$2,500,000",23.0,2020.0,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Matrix Partners India, Ankur Capital",Seed Round,,,,,,,,,
,,Finn,,,,,,,2020,Jul_2020.csv,,Neobanking startup that digitises all banking transactions,,,Fintech,Bangalore,,,Undisclosed,24.0,2019.0,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures",Pre series A,,,,,,,,,
,,Bijnis,,,,,,,2020,Jul_2020.csv,,Provides a platform for manufacturers and retailers in digital transaction,,,B2B marketplace,,,,"$10,000,000",25.0,2015.0,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi","Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",Series A,,,,,,,,,
,,iNurture,,,,,,,2020,Jul_2020.csv,,"It provides a conducive and healthy teaching, learning environment",,,Edtech,Bangalore,,,"$1,340,000",26.0,2009.0,Ashwin Ajila,BlackSoil Capital,,,,,,,,,,
,,StyleDotMe,,,,,,,2020,Jul_2020.csv,,"mirrAR, helps jewellers sell jewellery with no physical inventory",,,Fashion Tech,Gurugram,,,"$467,000",27.0,2014.0,"Meghna Saraogi, Akhil Tolani",Survam Partners,Pre series A,,,,,,,,,
,,Ripsey,,,,,,,2020,Jul_2020.csv,,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,,,Nutrition tech,Mumbai,,,"$133,000",28.0,2018.0,"Silky Singh, Alkheya Boora Rpsey",Ah! Ventures,,,,,,,,,,
,,ThriveFNC,,,,,,,2020,Jul_2020.csv,,Focusses on reversing chronic lifestyle disorders through functional nutrition.,,,Health & Wellness,Pune,,,Undisclosed,29.0,2017.0,Mugdha Pradhan,Rajesh Ranavat,Seed Round,,,,,,,,,
,,Vedantu,,,,,,,2020,Jul_2020.csv,,Onine learning platform,,,Edtech,Bangalore,,,"$100,000,000",30.0,2011.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue,Series D,,,,,,,,,
,,Magicpin,,,,,,,2020,Jul_2020.csv,,"It is a local discovery, rewards, and commerce platform",,,,Gurugram,,,"$7,000,000",31.0,2015.0,"Anshoo Sharma, Brij Bhushan",Samsung Venture Investment Corporation,Series D,,,,,,,,,
,,Procol,,,,,,,2020,Jul_2020.csv,,Commodity procurement platform,,,Agritech,Delhi,,,"$3,823,000",32.0,2018.0,"Gaurav Baheti, Sumit Mendiratta",Sequoia Surge,,,,,,,,,,
,,Yumlane,,,,,,,2020,Jul_2020.csv,,Online retailer that offers a range of on-the-go hot snacking and meals,,,Cloud Kitchen,Mumbai,,,"$1,000,000",33.0,2016.0,Hitesh Ahuja,Jetty Ventures,Pre series A,,,,,,,,,
,,Crio,,,,,,,2020,Jul_2020.csv,,A learning platform for developers,,,Edtech,Bangalore,,,"$934,000",34.0,2018.0,"Rathinamurthy R, Sridher Jeyachandran",021 Capital,,,,,,,,,,
,,Openapp,,,,,,,2020,Jul_2020.csv,,Security solutions startup,,,IoT,Bangalore,,,"$500,000",35.0,,Gotama Gowda,Unicorn India Ventures,,,,,,,,,,
,,PumPumPum,,,,,,,2020,Jul_2020.csv,,Offers leased car services,,,IoT/Automobile,Gurugram,,,"$293,000",36.0,,"Tarun Lawadia, Sameer Kalra",LetsVenture Syndicate,,,,,,,,,,
,,uFony Services Pvt ltd,,,,,,,2020,Jul_2020.csv,,"School Diary, a platform that brings education to smartphones",,,Edtech,Pune,,,Undisclosed,37.0,,Ashish C,Chennai Angels,,,,,,,,,,
,,Protinus Fashion Networking Pvt Ltd,,,,,,,2020,Jul_2020.csv,,Owns and operates fashion commerce and retail management platform 6Degree,,,Fashion,Mumbai,,,Undisclosed,38.0,2015.0,"Nikhil Hegde, Amit Bhardwaj",SucSEED Ventures,Pre series A,,,,,,,,,
,,Uable,,,,,,,2020,Jul_2020.csv,,Online life skills development platform for children,,,Edtech,Bangalore,,,Undisclosed,39.0,,Saurabh Saxena,3one4 Capital,Seed Round,,,,,,,,,
,,Walrus,,,,,,,2020,Jul_2020.csv,,It provides banking solutions for teens and young adults,,,Fintech,Bangalore,,,Undisclosed,40.0,2019.0,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,Pre-Seed,,,,,,,,,
,,Arth Designbuild,,,,,,,2020,Jul_2020.csv,,Construction technology and solutions provider,,,Construction tech,Hyderebad,,,"$1,100,000",41.0,,Swapnil Sahu,"Startup-O, Eden Ventures",,,,,,,,,,
,,goDutch,,,,,,,2020,Jul_2020.csv,,Group Payments platform,,,Fintech,Mumbai,,,"$1,700,000",42.0,,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",Seed Round,,,,,,,,,
,,ParkSmart,,,,,,,2020,Jul_2020.csv,,Parking spot reservation platform,,,IoT,Delhi,,,"$198,000",43.0,2019.0,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",Ah! Ventures,,,,,,,,,,
,,Plum,,,,,,,2020,Jul_2020.csv,,Provides health benefits to corporates,,,Healthtech,Bangalore,,,"$927,000",44.0,2019.0,"Abhishek Poddar, Saurabh Arora",Incubate Fund,Seed Round,,,,,,,,,
,,IncNut Digital,,,,,,,2020,Jul_2020.csv,,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,,,Ecommerce,Hyderabad,,,"$4,000,000",45.0,2011.0,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures,Series A,,,,,,,,,
,,GigIndia,,,,,,,2020,Jul_2020.csv,,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,,,Tech,Pune,,,"$971,000",46.0,2017.0,"Sahil Sharma, Aditya Shirole",Incubate Fund India,Pre series A,,,,,,,,,
,,Specsmaker,,,,,,,2020,Jul_2020.csv,,Online optical chain for eye wears,,,Eye Wear,Chennai,,,"$3,060,000",47.0,2007.0,Pratik Shah,Eight Road Ventures,,,,,,,,,,
,,Piggy Ride,,,,,,,2020,Jul_2020.csv,,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",,,SaaS,Bangalore,,,"$1,862,000",48.0,,Manish Tewari,"JAFCO Asia, Artha Venture Fund",Pre series A,,,,,,,,,
,,Chai Waale,,,,,,,2020,Jul_2020.csv,,Tea Brand,,,Beverage,Chennai,,,"$232,000",49.0,2018.0,Vidur Maheshwari,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",,,,,,,,,,
,,NOTO,,,,,,,2020,Jul_2020.csv,,A brand that makes healthy icecream,,,Food,Mumbai,,,Undisclosed,50.0,,"Ashni Sheth, Varun Sheth",WEH Ventures,Pre seed round,,,,,,,,,
,,Cuemath,,,,,,,2020,Jul_2020.csv,,It helps students to learn math online,,,Edtech,Bangalore,,,"$2,888,000",51.0,2013.0,Manan Khurma,Trifecta Capital,Series B,,,,,,,,,
,,Cars24,,,,,,,2020,Jul_2020.csv,,Online platform for selling used cars,,,Automobile,Gurgaon,,,"$1,328,000",52.0,2015.0,Vikram Chopra,Vivriti Capital,,,,,,,,,,
,,JetSynthesys,,,,,,,2020,Jul_2020.csv,,Digital entertainment and technology company,,,Digital tech,Pune,,,"$40,000,000",53.0,2012.0,RajanNavani,"Adar Poonawalla, Kris Gopalakrishnan",,,,,,,,,,
,,Earth Energy EV,,,,,,,2020,Jul_2020.csv,,Electric vehicles startup,,,Automobile,Mumbai,,,Undisclosed,54.0,2017.0,Rushi Shenghani,LR Joshi,Seed Round,,,,,,,,,
,,Green Cure,,,,,,,2020,Jul_2020.csv,,It sells herbal OTC products,,,Health & Wellness,Delhi,,,Undisclosed,55.0,2015.0,"Sanchit Garg, Sanjeev Dadhich",Venture Catalysts,,,,,,,,,,
,,Blue Sky Analytics,,,,,,,2020,Jul_2020.csv,,"It is building AI-powered infrastructure to analyse air quality, pollution etc",,,Data Intelligence,Gurugram,,,"$1,200,000",56.0,2018.0,"Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",Seed Round,,,,,,,,,
,,Edhusk,,,,,,,2020,Jul_2020.csv,,Provieds personalised learning to students by leveraging technology-driven models,,,Edtech,Jaipur,,,Undisclosed,57.0,2017.0,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",Mumbai Angel Network,,,,,,,,,,
,,Decentro,,,,,,,2020,Jul_2020.csv,,Automated API-based platform that enables financial integrations.,,,Fintech,Bangalore,,,"$15,500,000",58.0,2020.0,Rohit Taneja,Y Combinator,Series A,,,,,,,,,
,,Zolostays,,,,,,,2020,Jul_2020.csv,,It offers affordable housing apartments to young professionals and students,,,Co-living,Bangalore,,,"$56,000,000",59.0,2015.0,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",Series C,,,,,,,,,
,,Frontier Markets,,,,,,,2020,Jul_2020.csv,,"Women entreprenuers sells products and services to rural IndiaAjaitha ShahENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.$2,250,000Pre series A",,,Ecommerce,Jaipur,,,"$2,250,000",60.0,2011.0,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",Pre series A,,,,,,,,,
,,Brainwired,,,,,,,2020,Jul_2020.csv,,India’s first livestock health monitoring company,,,Agritech,Kerala,,,Undisclosed,61.0,2018.0,"Sreeshankar S Nair, Romeo P Jerard","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",,,,,,,,,,
,,Aye Finance,,,,,,,2020,Jul_2020.csv,,A finance lender to SMEs,,,Fintech,Gurugram,,,"$16,753,000",62.0,2014.0,"Vikram Jetley, Sanjay Sharma",Invest in Vision,Series E,,,,,,,,,
,,Paper Boat,,,,,,,2020,Jul_2020.csv,,Ecommerce platform for beverages and snacks,,,Food & Beverages,Gurugram,,,"$3,700,000",63.0,2013.0,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",,,,,,,,,,
,,Ken42,,,,,,,2020,Jul_2020.csv,,A platform that caters to evolving needs of institutions,,,Edtech,Bangalore,,,"$1,470,000",64.0,2019.0,Ganesh Raju,Turbostart,,,,,,,,,,
,,Forbidden Foods,,,,,,,2020,Jul_2020.csv,,Packaged snacks company,,,Food,Delhi,,,"$1,000,000",65.0,,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",Seed Round,,,,,,,,,
,,Universal Sportsbiz,,,,,,,2020,Jul_2020.csv,,Indian fashion industry with on-trend products,,,Fashion,Bangalore,,,"$530,000",66.0,2012.0,Anjana Reddy,NB Ventures,,,,,,,,,,
,,Gobbly,,,,,,,2020,Jul_2020.csv,,A contactless retail store filled with fruits and veggies,,,Retail Tech,Gurugram,,,"$500,000",67.0,,Ooshma Garg,Sauce vc,Seed Round,,,,,,,,,
,,Aerostrovilos,,,,,,,2020,Jul_2020.csv,,Manufactures micro gas turbines for power-based application,,,Automotive,Chennai,,,Undisclosed,68.0,,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network,,,,,,,,,,
,,Mitron,,,,,,,2020,Jul_2020.csv,,Short Video and Social Platform,,,Media,Bangalore,,,"$267,000",69.0,,"Shivank Agarwal, Anish Khandelwal","3One4 Capital, LetsVenture",Seed round,,,,,,,,,
,,Bulk MRO,,,,,,,2020,Jul_2020.csv,,A full stack B2B platform for industrial supplies,,,B2B,Mumbai,,,"$3,344,000",70.0,2015.0,"Devang Shah, Gaurang Shah",Stride Ventures,,,,,,,,,,
,,Inspektlabs,,,,,,,2020,Jul_2020.csv,,Focuses on building computer vision products for physical asset inspections,,,AI,Delhi,,,"$600,000",71.0,2019.0,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",Pre series A,,,,,,,,,
,,Big Bang Boom Solutions,,,,,,,2020,Jul_2020.csv,,It developed integrated intellectual properties for defense,,,Defense tech,Chennai,,,"$1,000,000",72.0,2018.0,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,Series A,,,,,,,,,
,,Flinto,,,,,,,2020,Jul_2020.csv,,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,,,Edtech,Chennai,,,"$7,200,000",73.0,2013.0,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures,Pre series B,,,,,,,,,
,,Zetwerk,,,,,,,2020,Jul_2020.csv,,B2B marketplace that connects manufacturing companies for industrial equipements,,,Marketplace,Bangalore,,,"$21,000,000",74.0,2018.0,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks,Series C,,,,,,,,,
,,ChitMonks,,,,,,,2020,Jul_2020.csv,,Offers enterprise private platform for chit fund firms,,,Fintech,Hyderabad,,,"$650,000",75.0,2016.0,Pavan Adipuram,Unicorn India Ventures,Pre series A,,,,,,,,,
,,Rusk Media,,,,,,,2020,Jun_2020.csv,,It creates video content,,,Digital Media,Delhi,,,Undisclosed,0.0,2019.0,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",Seed Round,,,,,,,,,
,,Bold Care,,,,,,,2020,Jun_2020.csv,,Digital platform that offers sexologist consultations for  men,,,Health & Wellness,Mumbai,,,Undisclosed,1.0,2019.0,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",Pre-seed Round,,,,,,,,,
,,Samosa Party,,,,,,,2020,Jun_2020.csv,,Provides quality Indian Snacks,,,Food,Bangalore,,,Undisclosed,2.0,2017.0,Amit Nanwani,Inflection Point Ventures,,,,,,,,,,
,,High Street Essentials,,,,,,,2020,Jun_2020.csv,,The parent company of women's fashion brands FabAlley and Indya,,,Ecommerce,New Delhi,,,"$2,743,000",3.0,2012.0,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",Pre series C,,,,,,,,,
,,Byju's,,,,,,,2020,Jun_2020.csv,,Provides online learning classes,,,Edtech,Bangalore,,,Undisclosed,4.0,2011.0,Byju Raveendran,BOND,,,,,,,,,,
,,Bombay Play,,,,,,,2020,Jun_2020.csv,,It designs and creates online multiplayer games,,,Gaming,Bangalore,,,"$1,500,000",5.0,,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",Pre series A,,,,,,,,,
,,Fullife,,,,,,,2020,Jun_2020.csv,,It sells sports nutrition supplements through a brand called Fast&Up,,,Healthtech,Mumbai,,,"$6,609,000",6.0,2011.0,Varun Khanna,Amansa Capital,,,,,,,,,,
,,Oziva,,,,,,,2020,Jun_2020.csv,,Clean Label Active Nutrition Brand,,,Nutrition,,,,"$5,000,000",7.0,2016.0,"Aarti Gill, Mihir Gadani",Matrix Partners,Series A,,,,,,,,,
,,Aye Finance,,,,,,,2020,Jun_2020.csv,,A finance lender to SMEs,,,Fintech,Gurugram,,,"$27,700,000",8.0,2014.0,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",Series E,,,,,,,,,
,,Aether Biomedical,,,,,,,2020,Jun_2020.csv,,"Medical robotics startup, focussed on developing rehabilitation devices",,,Medtech,Delhi,,,Undisclosed,9.0,2016.0,"Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,Seed Investment,,,,,,,,,
,,91springboard,,,,,,,2020,Jun_2020.csv,,It offers collaborative workspace with varied amenities,,,Coworking,Delhi,,,"$5,940,000",10.0,2012.0,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",,,,,,,,,,
,,Yulu,,,,,,,2020,Jun_2020.csv,,The electric and scooter rental startup,,,Micro-mobiity,,,,"$3,964,000",11.0,,Amit Gupta,Rocketship,,,,,,,,,,
,,MergerDomo,,,,,,,2020,Jun_2020.csv,,Global online corporate deal sourcing and consulting marketplace,,,Marketplace,Noida,,,"$197,000",12.0,2018.0,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors",,,,,,,,,,
,,GoMechanic,,,,,,,2020,Jun_2020.csv,,Find automobile repair and maintenance service providers,,,Auto-tech,Delhi,,,Undisclosed,13.0,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,Series B,,,,,,,,,
,,Milk Mantra,,,,,,,2020,Jun_2020.csv,,Produces Dairy Products,,,Food,Odisha,,,"$10,000,000",14.0,2009.0,Srikumar Misra,US International Development Finance Corporation,,,,,,,,,,
,,Myglamm,,,,,,,2020,Jun_2020.csv,,On-demand beauty services provider,,,Beauty,Mumbai,,,"$4,327,000",15.0,2015.0,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",,,,,,,,,,
,,Drishti Technologies,,,,,,,2020,Jun_2020.csv,,"AI-based video analytics, data, and insights bring benefits to manufacturers",,,AI,Bangalore,,,"$25,000,000",16.0,,Prasad Akella,Sozo Ventures,Series B,,,,,,,,,
,,Instasolv,,,,,,,2020,Jun_2020.csv,,It is a doubt-solving app for students from Class 6 to 12,,,Edtech,Noida,,,"$2,000,000",17.0,2019.0,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,Pre series A,,,,,,,,,
,,GoldenPi,,,,,,,2020,Jun_2020.csv,,An online aggregator of bonds and debentures available in the secondary market,,,Fintech,Bangalore,,,"$459,000",18.0,2017.0,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,,,,,,,,,,
,,Sarva,,,,,,,2020,Jun_2020.csv,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,,Yoga & wellness,Mumbai,,,Undisclosed,19.0,,Sarvesh Shashi,Shikhar Dhawan,,,,,,,,,,
,,Jai Kisan,,,,,,,2020,Jun_2020.csv,,A platform that caters the need of customers in rural areas,,,Fintech,Mumbai,,,"$3,937,000",20.0,2017.0,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",Pre series A,,,,,,,,,
,,Agro2o,,,,,,,2020,Jun_2020.csv,,It develops products focused on making hydroponics-based farming,,,Agritech,New Delhi,,,Undisclosed,21.0,,Yash Vyas,Mumbai Angels Network,,,,,,,,,,
,,GabbarDeals,,,,,,,2020,Jun_2020.csv,,Online-to-Offline platforms for mobile phones & accessories,,,Ecommerce,Pune,,,Undisclosed,22.0,,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,,,,,,,,,,
,,Crimson Healthcare,,,,,,,2020,Jun_2020.csv,,It innovates cutting edge solutions for various problems in the healthcare system,,,Med Tech,Delhi,,,"$229,800",23.0,2015.0,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,,,,,,,,,,
,,Biomoneta,,,,,,,2020,Jun_2020.csv,,It develops germicidal technologies,,,Life sciences,Bangalore,,,Undisclosed,24.0,,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",Seed Round,,,,,,,,,
,,Edvizo,,,,,,,2020,Jun_2020.csv,,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",,,Edtech,Bangalore,,,"$150,000",25.0,,Ravi Nishant,Inflection Point Ventures,Seed Round,,,,,,,,,
,,Servify,,,,,,,2020,Jun_2020.csv,,Operates device management and support platform,,,SaaS,Mumbai,,,"$11,370,000",26.0,,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",Series C,,,,,,,,,
,,Drum Food,,,,,,,2020,Jun_2020.csv,,It runs yoghurt brand Epigamia,,,Food,Mumbai,,,"$5,305,000",27.0,,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",,,,,,,,,,
,,Innoviti,,,,,,,2020,Jun_2020.csv,,Digital payments solutions company,,,SaaS,Bangalore,,,Undisclosed,28.0,2002.0,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",Series C,,,,,,,,,
,,Jiffy ai,,,,,,,2020,Jun_2020.csv,,Enterprise automation startup,,,AI,,,,"$18,000,000",29.0,2018.0,Babu Sivadasan,Nexus Venture Partners,Series A,,,,,,,,,
,,Postman,,,,,,,2020,Jun_2020.csv,,API development platform startup,,,Tech,,,,"$150,000,000",30.0,2014.0,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,Series C,,,,,,,,,
,,Waycool,,,,,,,2020,Jun_2020.csv,,Food development and distribution services,,,Agritech,Chennai,,,"$5,500,000",31.0,2015.0,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,Series C,,,,,,,,,
,,Myelin Foundry,,,,,,,2020,Jun_2020.csv,,"It builds AI based algorithms on video, voice and sensor",,,Deep Tech AI,,,,Undisclosed,32.0,2019.0,"Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,,,,,,,,,,
,,Hapramp,,,,,,,2020,Jun_2020.csv,,Startup working on technologies like blockchain and social media,,,Blockchain,Gurugram,,,"$1,000,000",33.0,2018.0,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,,,,,,,,,,
,,MyKaam,,,,,,,2020,Jun_2020.csv,,Online job searching and recruiting platform,,,HrTech,Bangalore,,,Undisclosed,34.0,2016.0,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",,,,,,,,,,
,,HealthPlix,,,,,,,2020,Jun_2020.csv,,It provides clinical software for doctors,,,Healthtech,Bangalore,,,"$6,000,000",35.0,2016.0,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",Series B,,,,,,,,,
,,YoloBus,,,,,,,2020,Jun_2020.csv,,Intercity bus service startup,,,Mobility/Transport,Gurugram,,,"$3,300,000",36.0,2019.0,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,Series A,,,,,,,,,
,,iNurture Education,,,,,,,2020,Jun_2020.csv,,"It provides a conducive and healthy teaching, learning environment",,,Edtech,,,,"$4,000,000",37.0,,Ashwin Ajila,Kimera Ltd,,,,,,,,,,
,,Pocket52,,,,,,,2020,Jun_2020.csv,,An online poker playing platform,,,Gaming,Bangalore,,,"$1,750,000",38.0,2017.0,Nitesh Salvi,Gameskraft,Series A,,,,,,,,,
,,QuaQua,,,,,,,2020,Jun_2020.csv,,Virtual travel guide platform,,,Travel,Hyderabad,,,"$1,000,000",39.0,2016.0,"Purav Shah, Sandesh Reddy",Anthill Ventures,,,,,,,,,,
,,Crofarm,,,,,,,2020,Jun_2020.csv,,Supply chain that supports farmers and provides businesses with freshest produce,,,Agritech,Delhi,,,"$1,000,000",40.0,2016.0,"Prashant Jain, Varun Khurana",Smile group,,,,,,,,,,
,,Timios,,,,,,,2020,Jun_2020.csv,,Provides healthy snacks for kids,,,Foodtech,Bangalore,,,Undisclosed,41.0,,Aswani Chaitanya,Rangsons Technologies,Pre series A,,,,,,,,,
,,Wooden Street,,,,,,,2020,Jun_2020.csv,,It enables to order custom furniture online,,,Ecommerce,Jaipur,,,"$3,000,000",42.0,2015.0,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,Series A,,,,,,,,,
,,BankBazaar,,,,,,,2020,Jun_2020.csv,,Online marketplace that gives customers instant customised offers on loans and credit cards,,,Fintech,Chennai,,,"$5,967,000",43.0,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,Series D1,,,,,,,,,
